"Target","Var1","Var2","Var3","RMSE"
"SalePrice","N_elevators","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Total.",85074.618707242
"SalePrice","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle._chr","SubwayStation",85075.3872395393
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation",85075.9806054021
"SalePrice","HeatingType","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation",85079.0776419793
"SalePrice","N_APT","N_FacilitiesNearBy.ETC.","YrSold_2013",85080.0882764675
"SalePrice","N_FacilitiesNearBy.Park.","SubwayStation_byProxy2","YearBuilt_2000_2010",85080.6122203197
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_manager_splitAt4","N_SchoolNearBy.Elementary._cat",85081.0964931489
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_manager","N_SchoolNearBy.University._0vs12vs345",85081.1159109468
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Middle._0vs123vs4",85081.7690477381
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Elementary.","SubwayStation_byProxy2",85081.774627371
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Elementary.","SubwayStation_byProxy1",85082.2366597655
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy1",85083.3470571995
"SalePrice","AptManageType","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.High._0vs12vs345",85083.8297040133
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total._cut",85084.930253267
"SalePrice","Floor","N_SchoolNearBy.Total.","YrSold_2013",85085.0546215057
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total._cut","YrSold",85087.4101160564
"SalePrice","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University._012vs345","YrSold",85087.7921547772
"SalePrice","N_SchoolNearBy.Elementary._cat","TimeToBusStop","YearBuilt_2000_2010",85089.2782440485
"SalePrice","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1","YearBuilt_2000_2010",85090.515390728
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle._0vs123vs4",85090.6290830713
"SalePrice","N_FacilitiesNearby.corr_neg","YearBuilt","YearBuilt_2000_2010",85093.1810875112
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University.",85095.5843031218
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Mall.","YearBuilt_2000_2010",85095.7087405462
"SalePrice","N_APT","N_manager","N_SchoolNearBy.University.",85098.4030951693
"SalePrice","Floor","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.PublicOffice.",85098.7390548984
"SalePrice","MonthSold","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total._cut",85098.9892529373
"SalePrice","N_FacilitiesInApt","N_Parkinglot.Ground.","N_SchoolNearBy.Middle._0vs123vs4",85099.2550602458
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.ETC.","YrSold_2011_2014",85099.337862619
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.University.","SubwayStation_byProxy1",85099.6965901205
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.",85099.978941721
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","TimeToBusStop","YearBuilt",85101.2614506741
"SalePrice","Floor","MonthSold","N_FacilitiesNearBy.Total._cut",85102.6584940044
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._0vs12vs345","YrSold_2011_2014",85103.1644777044
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.High._0vs12vs345","SubwayStation_byProxy1",85103.6995032276
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Elementary.","YearBuilt",85103.722897476
"SalePrice","Floor","N_SchoolNearBy.Elementary.","SubwayStation",85104.1066835351
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.High.","YearBuilt_2000_2010",85104.247191177
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.University._0vs12vs345","YrSold_2013",85104.3147176522
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total._cut","YrSold_2013",85104.97673127
"SalePrice","Floor","N_Parkinglot.Basement.","YearBuilt_2000_2010",85105.0819180309
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Elementary._cat","SubwayStation",85105.1154073717
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.University._0vs12vs345","YrSold",85105.3109521058
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_Parkinglot.Ground.","SubwayStation",85106.6291192672
"SalePrice","N_APT","N_FacilitiesNearBy.Hospital.","YearBuilt_2000_2010",85107.6816306147
"SalePrice","MonthSold","N_FacilitiesNearBy.PublicOffice.","YrSold",85109.6422437025
"SalePrice","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy2","TimeToBusStop",85109.7157297816
"SalePrice","HeatingType","N_SchoolNearBy.University._0vs12vs345","YrSold_2013",85110.7296877311
"SalePrice","N_SchoolNearBy.High._0vs12vs345","TimeToBusStop","YrSold_2013",85113.9498673131
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._chr",85114.1724802106
"SalePrice","N_FacilitiesNearBy.Total._cut","SubwayStation","TimeToBusStop",85117.0293890574
"SalePrice","AptManageType","N_FacilitiesInApt","N_SchoolNearBy.High.",85117.92980343
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total._cut","N_manager",85118.3006068025
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.Total.","YearBuilt",85118.4165513754
"SalePrice","Floor","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle._chr",85119.7779369839
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.PublicOffice._gr_stat",85121.9182136907
"SalePrice","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy2","YrSold_2013",85123.4185548239
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Total.","YearBuilt_2000_2010",85124.2084178037
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","SubwayStation_byProxy2","YearBuilt",85124.452445438
"SalePrice","N_APT","N_SchoolNearBy.High.","N_SchoolNearBy.University._012vs345",85126.660693425
"SalePrice","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Total._cut","N_manager",85127.9146129961
"SalePrice","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._0vs123vs4","YrSold_2011_2014",85128.7462253206
"SalePrice","AptManageType","N_SchoolNearBy.Elementary._cat","SubwayStation",85130.7314877935
"SalePrice","HeatingType","N_FacilitiesInApt","N_SchoolNearBy.High.",85131.5630239804
"SalePrice","SubwayStation_byProxy1","SubwayStation_byProxy2","YearBuilt_2000_2010",85131.6227121745
"SalePrice","SubwayStation_byProxy1","YearBuilt","YrSold",85132.5382127062
"SalePrice","AptManageType","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Elementary._cat",85133.6246270814
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle._0vs123vs4",NA,85134.1392738908
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle._0vs123vs4","SalePrice",85134.1392738908
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Middle._0vs123vs4",85134.2572082505
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.Middle._chr","SubwayStation_byProxy2",85134.4336833873
"SalePrice","HeatingType","N_FacilitiesInApt","N_SchoolNearBy.Middle._0vs123vs4",85135.1118481508
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","SubwayStation_byProxy2","YrSold_2011_2014",85135.5147535977
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle.","YearBuilt_2000_2010",85136.8122601677
"SalePrice","N_elevators","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Park._01vs2",85137.1518989069
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Mall.",85137.2130313182
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","TimeToBusStop","YearBuilt",85138.3187143854
"SalePrice","N_manager","N_SchoolNearBy.Total.","N_SchoolNearBy.University._0vs12vs345",85138.4614085696
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Middle._0vs123vs4","SubwayStation",85138.7872749116
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.Total._cut","N_manager",85138.8933866114
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.PublicOffice.","YearBuilt_2000_2010",85139.2817118392
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.High._0vs12vs345","YrSold_2011_2014",85140.146275553
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.University.","YearBuilt_2000_2010",85140.2777385997
"SalePrice","N_manager","N_SchoolNearBy.Middle._chr","YrSold",85140.5243389552
"SalePrice","AptManageType","N_FacilitiesInApt","N_SchoolNearBy.Middle._0vs123vs4",85141.0606805144
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.PublicOffice.","YearBuilt_2000_2010",85142.0341496765
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.University._0vs12vs345","YrSold_2011_2014",85142.6566088964
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Elementary._cat","YrSold_2011_2014",85144.2151149938
"SalePrice","N_Parkinglot.Ground.","N_SchoolNearBy.University._0vs12vs345","YrSold",85144.2203616416
"SalePrice","HeatingType","N_SchoolNearBy.Middle._chr","YearBuilt",85144.5289560686
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.University.",85144.6487019348
"SalePrice","N_APT","N_FacilitiesNearBy.ETC.","N_manager_splitAt4",85144.7359049233
"SalePrice","AptManageType","N_FacilitiesNearBy.ETC.","N_manager",85144.971360358
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Elementary._cat",85145.9049259551
"SalePrice","N_Parkinglot.Ground.","N_SchoolNearBy.High._0vs12vs345","YearBuilt_2000_2010",85147.3266597454
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.Elementary._cat","YearBuilt_2000_2010",85149.2970731892
"SalePrice","N_SchoolNearBy.High._0vs12vs345","TimeToBusStop","YearBuilt",85149.6946138358
"SalePrice","N_FacilitiesNearby.corr_neg","YearBuilt_2000_2010",NA,85150.7669512239
"SalePrice","N_FacilitiesNearby.corr_neg","SalePrice","YearBuilt_2000_2010",85150.7669512239
"SalePrice","N_APT","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._chr",85150.8888579113
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Hospital.","YrSold_2011_2014",85151.1843449481
"SalePrice","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy2","YearBuilt_2000_2010",85151.2769050908
"SalePrice","N_FacilitiesNearBy.Park.","N_manager_splitAt4","YearBuilt_2000_2010",85152.4178666492
"SalePrice","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Middle._chr","SubwayStation",85152.4489337056
"SalePrice","AptManageType","N_manager","N_SchoolNearBy.University.",85153.6197239404
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_manager_splitAt4","YearBuilt",85154.2812847367
"SalePrice","AptManageType","N_SchoolNearBy.High._0vs12vs345","YrSold_2011_2014",85154.6131127059
"SalePrice","N_APT","N_FacilitiesNearBy.ETC.","TimeToBusStop",85155.8224622664
"SalePrice","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University.","YrSold_2011_2014",85156.0099022416
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.University.","YrSold_2011_2014",85156.4863187921
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Total._cut","N_manager",85156.5961335465
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Elementary._cat","SubwayStation_byProxy1",85157.7033229687
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation_byProxy1",85157.9255339411
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Middle.","SubwayStation",85159.4277919594
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle.","YearBuilt",85159.9456568593
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.High.","SubwayStation",85161.9625618887
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Middle._0vs123vs4","YearBuilt",85162.0808229132
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.High._0vs12vs345","SubwayStation_byProxy2",85163.9676310698
"SalePrice","MonthSold","N_SchoolNearBy.University._0vs12vs345","YrSold_2011_2014",85164.6648765494
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total.",85165.1978109404
"SalePrice","N_FacilitiesNearBy.Park.","TimeToBusStop","YearBuilt_2000_2010",85165.4281222065
"SalePrice","N_APT","N_SchoolNearBy.Total.","N_SchoolNearBy.University._012vs345",85167.1216849901
"SalePrice","N_SchoolNearBy.University.","SubwayStation_byProxy2","YrSold",85167.1222021777
"SalePrice","N_APT","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Ground.",85168.5751068284
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total._cut","TimeToBusStop",85168.5909563465
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._chr","YrSold_2013",85169.1305261191
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice._gr_stat",85170.0182888464
"SalePrice","N_SchoolNearBy.Elementary.","TimeToBusStop","YearBuilt_2000_2010",85171.5986406799
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","SubwayStation",85171.604455541
"SalePrice","AptManageType","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.Total.",85172.6182938542
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Park.","SubwayStation",85174.0141267466
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","SubwayStation_byProxy2","YearBuilt_2000_2010",85175.4875034952
"SalePrice","MonthSold","N_Parkinglot.Basement.","YrSold_2011_2014",85175.6774680558
"SalePrice","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.University._0vs12vs345","YrSold_2011_2014",85176.630171041
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.Total._cut","N_manager",85176.8132675342
"SalePrice","N_FacilitiesNearBy.Total._cut","N_manager",NA,85176.8132675348
"SalePrice","N_FacilitiesNearBy.Total._cut","N_manager","SalePrice",85176.8132675348
"SalePrice","N_APT","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.University._0vs12vs345",85178.0064135079
"SalePrice","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice._gr_stat","SubwayStation_byProxy1",85178.3719974595
"SalePrice","MonthSold","SubwayStation_byProxy2","YearBuilt",85178.4945601546
"SalePrice","AptManageType","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation_byProxy1",85178.8599119423
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.",85179.0799473059
"SalePrice","N_elevators","N_SchoolNearBy.University._0vs12vs345","YrSold_2013",85180.9705782709
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.PublicOffice._gr_stat",85181.157772718
"SalePrice","SubwayStation_byProxy1","YearBuilt","YrSold_2013",85182.1637875604
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation",85183.0802278639
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Elementary.","YearBuilt_2000_2010",85183.4361451435
"SalePrice","MonthSold","N_FacilitiesNearby.corr_pos","YearBuilt_2000_2010",85183.5097301846
"SalePrice","Floor","N_Parkinglot.Ground.","SubwayStation",85183.7051210635
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.ETC._0vsOther","TimeToBusStop",85183.9427062956
"SalePrice","Floor","N_FacilitiesNearBy.PublicOffice.","YearBuilt",85184.1129243233
"SalePrice","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Elementary._cat","YrSold",85184.3937158027
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary.","SubwayStation",85185.3708958249
"SalePrice","N_APT","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.University._0vs12vs345",85186.4410155691
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Hospital._0vs12","TimeToBusStop",85187.3038996654
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation_byProxy2","TimeToBusStop",85187.5766465981
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Elementary._cat","YearBuilt",85188.5417003965
"SalePrice","N_FacilitiesNearBy.Park.","N_manager","N_SchoolNearBy.University.",85188.6359167878
"SalePrice","N_APT","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.University._012vs345",85190.4277550222
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University.","YearBuilt_2000_2010",85192.1862891228
"SalePrice","N_APT","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Hospital._0vs12",85193.2066298566
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.High.",85193.2850026258
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Park.","N_SchoolNearBy.High.",85193.6728052721
"SalePrice","Floor","N_APT","N_SchoolNearBy.Total.",85194.0829767671
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Elementary._cat","YrSold_2011_2014",85194.2783923587
"SalePrice","N_elevators","N_SchoolNearBy.University._012vs345","YrSold_2011_2014",85194.3667671688
"SalePrice","N_APT","N_FacilitiesNearBy.Total.","N_SchoolNearBy.University._0vs12vs345",85195.0111376926
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation",NA,85195.1096260086
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SalePrice","SubwayStation",85195.1096260086
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation","SubwayStation_byProxy1",85195.1096260086
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation","SubwayStation_byProxy2",85195.1096260086
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.High.","N_SchoolNearBy.High._0vs12vs345",85197.1042055014
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy2",85199.5953523139
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.PublicOffice.","YearBuilt_2000_2010",85199.9395207569
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Middle.","YearBuilt_2000_2010",85200.303355754
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Hospital.","YearBuilt_2000_2010",85201.0586725415
"SalePrice","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University._0vs12vs345","YrSold_2013",85201.3612044684
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle._chr","YrSold_2013",85201.956806301
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.High._0vs12vs345","SubwayStation",85202.744671441
"SalePrice","N_FacilitiesNearBy.Total._cut","N_manager","N_SchoolNearBy.Middle.",85203.3548989996
"SalePrice","N_APT","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Total.",85203.7600367834
"SalePrice","MonthSold","SubwayStation_byProxy2","YrSold",85204.6153750191
"SalePrice","Floor","N_FacilitiesNearBy.PublicOffice._splitAt4","SubwayStation_byProxy2",85205.9135511257
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.University._0vs12vs345","YrSold_2011_2014",85206.1077853553
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.PublicOffice._gr_stat",85207.934143655
"SalePrice","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy1","TimeToBusStop",85210.3342156231
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation",85210.598719511
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Total.","TimeToBusStop",85211.9329324057
"SalePrice","AptManageType","N_SchoolNearBy.University.","YrSold",85212.3777178639
"SalePrice","Floor","N_manager","N_SchoolNearBy.High.",85214.4625923569
"SalePrice","N_APT","N_manager","N_SchoolNearBy.University._012vs345",85214.7845088527
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Total.","SubwayStation_byProxy1",85215.1644964559
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total.",85215.4608453535
"SalePrice","Floor","N_FacilitiesInApt","YrSold",85216.6599899826
"SalePrice","HeatingType","N_FacilitiesNearBy.Park._01vs2","YearBuilt_2000_2010",85216.8302039624
"SalePrice","MonthSold","N_SchoolNearBy.Elementary._cat","SubwayStation",85217.9539462191
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total._cut",85217.9541395497
"SalePrice","N_APT","N_SchoolNearBy.Total.","YrSold_2013",85218.4251141098
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.High._0vs12vs345",85218.5832973344
"SalePrice","N_APT","N_manager","N_SchoolNearBy.University._0vs12vs345",85218.8097094775
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.High.",85218.8451367013
"SalePrice","AptManageType","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.Total.",85219.7346321136
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._0vs12vs345","YrSold",85221.7227419613
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Total.","YearBuilt_2000_2010",85221.9689367962
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Park._01vs2",85222.3224802026
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Park._01vs2",85223.138649639
"SalePrice","Floor","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1",85224.3250073555
"SalePrice","MonthSold","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._gr_stat",85225.0387937718
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.Hospital.","N_Parkinglot.Basement.",85227.0294084042
"SalePrice","N_FacilitiesNearBy.ETC.","N_manager","N_SchoolNearBy.University.",85227.8211852232
"SalePrice","Floor","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy1",85228.3132341905
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.University._012vs345","YrSold_2013",85228.5253863832
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Mall.","YrSold_2011_2014",85230.4254120336
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.High.",NA,85230.6526759207
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.High.","SalePrice",85230.6526759207
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total._cut","TimeToBusStop",85231.3527493074
"SalePrice","N_elevators","N_SchoolNearBy.University._012vs345","YrSold",85231.5872089202
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.University.",85231.6750381281
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.High._0vs12vs345",85233.4257402763
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Dpartmentstore.","TimeToBusStop",85233.8695546544
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._0vs123vs4","YrSold",85233.8943633407
"SalePrice","N_elevators","N_SchoolNearBy.University._012vs345","SubwayStation",85233.9348874086
"SalePrice","N_APT","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Total.",85235.2562379985
"SalePrice","N_elevators","N_SchoolNearBy.University._0vs12vs345","SubwayStation",85235.7106601404
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Ground.","TimeToBusStop",85235.9372166289
"SalePrice","Floor","N_FacilitiesNearby.corr_pos","YearBuilt_2000_2010",85236.0504424971
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Mall.","SubwayStation_byProxy1",85237.8606926413
"SalePrice","MonthSold","N_FacilitiesInApt","YrSold_2013",85240.0535254464
"SalePrice","N_elevators","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.PublicOffice._splitAt4",85240.93046486
"SalePrice","N_SchoolNearBy.Middle._chr","SubwayStation_byProxy2","TimeToBusStop",85242.5874725421
"SalePrice","Floor","N_FacilitiesNearBy.Hospital.","YearBuilt_2000_2010",85243.0582956358
"SalePrice","N_SchoolNearBy.Elementary.","TimeToBusStop","YearBuilt",85243.4711234179
"SalePrice","N_FacilitiesNearBy.Hospital.","N_Parkinglot.Basement.","YrSold",85246.1065904986
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Total.","SubwayStation_byProxy2",85246.9902774058
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Total.","SubwayStation_byProxy1",85247.5138100988
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._012vs345","YrSold_2011_2014",85248.1280664089
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","TimeToBusStop","YearBuilt",85248.6605021015
"SalePrice","N_APT","N_FacilitiesInApt","N_SchoolNearBy.High.",85250.9392474343
