"Target","Var1","Var2","Var3","RMSE"
"SalePrice","N_SchoolNearBy.Middle._chr","TimeToSubway","TimeToSubway_05vsOther",77526.8019023169
"SalePrice","N_SchoolNearBy.Middle._chr","TimeToSubway","TimeToSubway_Novs05vsOther",77526.8019023169
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Elementary._cat","YrSold",77527.9439590284
"SalePrice","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_Parkinglot.Basement.",77528.2329767701
"SalePrice","N_Parkinglot.Ground.","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77529.0541896787
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Elementary._cat","TimeToSubway",77529.1475240124
"SalePrice","HallwayType","HeatingType","N_SchoolNearBy.University.",77529.4619238846
"SalePrice","Floor","N_SchoolNearBy.University._0vs12vs345","TimeToSubway",77530.0179792796
"SalePrice","N_elevators","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77530.375374677
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77531.6457192636
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Middle._chr","TimeToSubway",77533.1308929331
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.University.",77535.3051371768
"SalePrice","N_elevators","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77535.992048034
"SalePrice","N_elevators","N_FacilitiesInApt","SubwayStation_byProxy1",77536.1341103236
"SalePrice","AptManageType","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle._chr",77536.6751659071
"SalePrice","N_Parkinglot.Ground.","N_SchoolNearBy.Middle._chr","YearBuilt_2005",77536.7037011648
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_Parkinglot.Basement.","YearBuilt_2005",77536.8300428203
"SalePrice","HallwayType","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle._chr",77540.2003621629
"SalePrice","HallwayType","N_FacilitiesNearBy.Mall.","SubwayStation_byProxy2",77540.5461229153
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University.","YrSold_2011_2014",77545.0628938075
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy2",77546.6868047495
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.Total.","YearBuilt_2005",77550.4482510472
"SalePrice","Floor","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High.",77550.698277896
"SalePrice","N_elevators","N_SchoolNearBy.High.","YearBuilt_2000_2010",77550.9332783629
"SalePrice","N_SchoolNearBy.Middle._chr","SubwayStation","YrSold_2013",77552.1662295505
"SalePrice","N_FacilitiesInApt","TimeToSubway_05vsOther","YrSold_2013",77552.4415336074
"SalePrice","N_APT","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77552.649325434
"SalePrice","N_FacilitiesInApt","TimeToSubway","YearBuilt_2005",77553.3266417637
"SalePrice","N_SchoolNearBy.Middle._chr","SubwayStation_byProxy1","YearBuilt_2005",77558.1285289025
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77558.7845079
"SalePrice","HallwayType","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.",77559.2303747099
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.High.","SubwayStation_byProxy1",77560.1652753674
"SalePrice","N_APT","N_FacilitiesNearby.corr_neg","TimeToSubway_Novs05vsOther",77560.2291840357
"SalePrice","HallwayType","N_APT","YearBuilt_2005",77560.9100446597
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Hospital._0vs12",77562.323902091
"SalePrice","N_SchoolNearBy.University.","TimeToSubway_Novs05vsOther","YrSold_2011_2014",77562.5487575953
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Hospital._0vs12","N_Parkinglot.Basement.",77564.0130655032
"SalePrice","N_FacilitiesInApt","TimeToSubway","YearBuilt_2000_2010",77567.1507071478
"SalePrice","N_FacilitiesInApt_123vs45678vs910","YearBuilt","YrSold_2011_2014",77567.3019955162
"SalePrice","N_FacilitiesInApt","TimeToSubway_05vsOther","YrSold",77571.6822230151
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Elementary._cat","TimeToSubway_05vsOther",77574.2195263609
"SalePrice","N_SchoolNearBy.Total.","TimeToSubway","YrSold_2011_2014",77577.1808829548
"SalePrice","N_FacilitiesNearBy.Total.","N_manager","SubwayStation",77578.3079301667
"SalePrice","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Elementary._cat","TimeToSubway_05vsOther",77579.7771506409
"SalePrice","N_manager","TimeToSubway_Novs05vsOther","YearBuilt_2000_2010",77580.2568130145
"SalePrice","N_APT","N_SchoolNearBy.Elementary.","TimeToSubway_05vsOther",77580.9791229959
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle._chr","YearBuilt_2005",77581.1215979004
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.High._0vs12vs345","TimeToSubway_05vsOther",77583.9386527264
"SalePrice","HallwayType","N_manager_splitAt4","N_SchoolNearBy.High.",77584.828884005
"SalePrice","HallwayType","N_FacilitiesNearby.corr_neg","SubwayStation_byProxy2",77586.5460725054
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77586.9674591477
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Middle._chr",77587.5664008031
"SalePrice","N_APT","N_FacilitiesNearBy.PublicOffice.","TimeToSubway_05vsOther",77589.5544724876
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Elementary._cat",77591.0771505165
"SalePrice","HallwayType","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Elementary._cat",77591.958898973
"SalePrice","N_manager","N_SchoolNearBy.University._012vs345","TimeToSubway_05vsOther",77592.0014151539
"SalePrice","N_manager","N_SchoolNearBy.Elementary._cat","YrSold_2011_2014",77595.0456987866
"SalePrice","HallwayType","N_APT","N_FacilitiesNearby.corr_pos",77595.0712077427
"SalePrice","SubwayStation_byProxy1","TimeToSubway_Novs05vsOther","YrSold_2011_2014",77595.8572476824
"SalePrice","N_manager","N_SchoolNearBy.University._0vs12vs345","TimeToSubway_05vsOther",77596.6820417023
"SalePrice","HallwayType","N_SchoolNearBy.Middle._0vs123vs4","YearBuilt_2000_2010",77597.839027622
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle._chr",77597.8539063172
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","SubwayStation","TimeToSubway",77598.158895783
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearBy.PublicOffice.",77598.5924355683
"SalePrice","HeatingType","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77599.3825309552
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","TimeToSubway","YrSold_2013",77600.0180221825
"SalePrice","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University.","TimeToSubway_Novs05vsOther",77602.2414415902
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_SchoolNearBy.Middle._chr","YearBuilt_2005",77603.3896820861
"SalePrice","N_manager","N_SchoolNearBy.Middle.","TimeToSubway",77603.4889643152
"SalePrice","N_FacilitiesNearBy.Total._cut","N_manager","TimeToSubway",77605.4040440734
"SalePrice","N_manager","TimeToSubway_Novs05vsOther","YearBuilt_2005",77606.3309323655
"SalePrice","AptManageType","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.",77608.0075589802
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total._cut","N_manager_splitAt4",77608.0443722063
"SalePrice","N_FacilitiesNearBy.Park.","SubwayStation","TimeToSubway",77608.6411154655
"SalePrice","HallwayType","HeatingType","N_SchoolNearBy.Middle._0vs123vs4",77609.9702604173
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4","N_SchoolNearBy.Middle._chr",77610.4048584036
"SalePrice","HallwayType","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Middle._chr",77612.1480841493
"SalePrice","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77612.6020240296
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","TimeToSubway_Novs05vsOther","YrSold_2013",77613.1624823231
"SalePrice","HallwayType","N_APT","N_SchoolNearBy.Middle._chr",77613.5302142888
"SalePrice","N_FacilitiesNearBy.Total.","N_manager","SubwayStation_byProxy1",77614.8024663312
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_neg","SubwayStation_byProxy2",77617.4783419165
"SalePrice","N_FacilitiesNearBy.Total._cut","SubwayStation","TimeToSubway",77619.5874232704
"SalePrice","Floor","N_Parkinglot.Basement.","N_SchoolNearBy.Total.",77621.3294178672
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.PublicOffice.",77621.3958771379
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.High._0vs12vs345",77622.6632065047
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager","SubwayStation",77622.782740097
"SalePrice","Floor","SubwayStation","TimeToSubway_05vsOther",77625.6501967297
"SalePrice","HallwayType","N_SchoolNearBy.High.","SubwayStation_byProxy2",77627.4846204181
"SalePrice","N_elevators","N_FacilitiesNearby.corr_pos","YearBuilt_2000_2010",77627.5175067188
"SalePrice","N_SchoolNearBy.University._012vs345","SubwayStation","TimeToSubway_Novs05vsOther",77627.6032430112
"SalePrice","HallwayType","YearBuilt_2000_2010","YearBuilt_2005",77628.3997207135
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_FacilitiesNearBy.Total._cut","TimeToBusStop",77632.2033443325
"SalePrice","N_SchoolNearBy.University._0vs12vs345","SubwayStation","TimeToSubway_Novs05vsOther",77637.0347098885
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat",NA,77638.0452187772
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat","SalePrice",77638.0452187772
"SalePrice","HallwayType","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Elementary._cat",77638.0452187773
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University._0vs12vs345","YearBuilt_2000_2010",77639.5682682944
"SalePrice","HallwayType","N_FacilitiesNearBy.Park.","YearBuilt_2000_2010",77641.3720103169
"SalePrice","SubwayStation","YearBuilt_2005","YrSold_2011_2014",77641.7652672144
"SalePrice","N_manager","YearBuilt_2000_2010","YearBuilt_2005",77642.8300938342
"SalePrice","HallwayType","N_SchoolNearBy.Middle._0vs123vs4","SubwayStation_byProxy2",77644.7672582761
"SalePrice","Floor","N_SchoolNearBy.University._012vs345","TimeToSubway",77645.7162071834
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University._012vs345","YearBuilt_2000_2010",77645.9067884807
"SalePrice","HallwayType","N_FacilitiesNearBy.Park.","N_manager_splitAt4",77646.2475091776
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_Parkinglot.Basement.","N_SchoolNearBy.Total.",77647.06711911
"SalePrice","Floor","N_FacilitiesInApt","TimeToSubway_Novs05vsOther",77648.9039594149
"SalePrice","HallwayType","N_SchoolNearBy.Total.","N_SchoolNearBy.University._0vs12vs345",77649.6237279468
"SalePrice","TimeToBusStop","TimeToSubway_Novs05vsOther","YearBuilt_2005",77653.3210647906
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.PublicOffice._splitAt4","YearBuilt_2005",77653.6431296892
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_Novs05vsOther","YearBuilt",77654.2895904417
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.","TimeToSubway_Novs05vsOther",77654.6822729907
"SalePrice","N_FacilitiesInApt","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle._chr",77654.8786360233
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.Middle.",77655.2023086353
"SalePrice","N_FacilitiesNearBy.Total.","N_Parkinglot.Basement.","YrSold",77655.400498261
"SalePrice","N_FacilitiesNearBy.Total.","N_manager","TimeToSubway_05vsOther",77656.7306627384
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_manager_splitAt4","YearBuilt_2005",77657.105918405
"SalePrice","N_SchoolNearBy.Elementary.","TimeToBusStop","YearBuilt_2005",77657.6055535589
"SalePrice","AptManageType","HallwayType","N_SchoolNearBy.Elementary._cat",77658.2980900511
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._0vs12vs345",77658.3814958075
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_manager","YrSold_2013",77658.5177433701
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_Parkinglot.Basement.","N_SchoolNearBy.University.",77659.2830135886
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.University.",77659.6956521677
"SalePrice","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University.","TimeToSubway_05vsOther",77659.7741012094
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_05vsOther","YearBuilt",77660.7530111283
"SalePrice","MonthSold","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Elementary.",77661.9244860515
"SalePrice","MonthSold","N_Parkinglot.Basement.","TimeToSubway_05vsOther",77664.5703602986
"SalePrice","N_FacilitiesNearBy.ETC.","N_Parkinglot.Basement.","N_SchoolNearBy.Middle._chr",77665.0708281005
"SalePrice","HallwayType","N_APT","N_manager_splitAt4",77667.630542846
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Total.",77668.6071101321
"SalePrice","N_APT","N_FacilitiesNearBy.PublicOffice._splitAt4","YrSold_2013",77669.1904293344
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.PublicOffice.",77669.8229862756
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","YearBuilt_2005",77670.4053818234
"SalePrice","N_manager","TimeToSubway_05vsOther","YearBuilt_2005",77671.3049787335
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77676.0865528129
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._012vs345",77677.6572107652
"SalePrice","MonthSold","N_FacilitiesInApt_123vs45678vs910","YrSold",77678.2336212587
"SalePrice","N_SchoolNearBy.Total.","TimeToSubway_Novs05vsOther","YrSold_2011_2014",77678.278475726
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.Total.",77680.6192255562
"SalePrice","N_SchoolNearBy.Elementary._cat","SubwayStation_byProxy2","TimeToSubway_Novs05vsOther",77683.7666580404
"SalePrice","N_SchoolNearBy.University._0vs12vs345","TimeToSubway","YearBuilt",77686.5334552693
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4","N_SchoolNearBy.Elementary.",77687.6767985921
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_Parkinglot.Ground.","N_SchoolNearBy.High._0vs12vs345",77688.081539205
"SalePrice","HallwayType","N_SchoolNearBy.University.","N_SchoolNearBy.University._012vs345",77691.1794133541
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_Novs05vsOther",77691.4515045087
"SalePrice","Floor","N_FacilitiesInApt","TimeToSubway",77691.9070113285
"SalePrice","N_APT","N_FacilitiesNearby.corr_neg","TimeToSubway",77692.8061958997
"SalePrice","HallwayType","N_SchoolNearBy.Middle._chr",NA,77693.0123233665
"SalePrice","HallwayType","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.Middle._chr",77693.0123233665
"SalePrice","HallwayType","N_SchoolNearBy.Middle._chr","SalePrice",77693.0123233665
"SalePrice","HallwayType","N_SchoolNearBy.Middle.","N_SchoolNearBy.Middle._chr",77693.0123233665
"SalePrice","AptManageType","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.",77694.3833622033
"SalePrice","N_manager","N_SchoolNearBy.University.","YearBuilt_2005",77694.8494121307
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_05vsOther",77695.3589189775
"SalePrice","N_Parkinglot.Basement.","SubwayStation_byProxy1","TimeToSubway_05vsOther",77695.6761269629
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","YearBuilt","YrSold_2013",77695.7912696838
"SalePrice","MonthSold","TimeToSubway","YearBuilt_2000_2010",77696.2428961215
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.University._0vs12vs345",77697.5548530298
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.Total.",77697.5762839333
"SalePrice","N_SchoolNearBy.Elementary.","SubwayStation","TimeToSubway",77697.8998362269
"SalePrice","N_APT","N_FacilitiesInApt_123vs45678vs910","N_manager_splitAt4",77702.3221167277
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77704.4004347824
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77704.5685879959
"SalePrice","N_Parkinglot.Ground.","SubwayStation","TimeToSubway",77705.2608944257
"SalePrice","N_SchoolNearBy.University._012vs345","TimeToSubway","YearBuilt",77706.2592121542
"SalePrice","HallwayType","N_manager_splitAt4","N_SchoolNearBy.Middle.",77706.2972268079
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_Parkinglot.Ground.","N_SchoolNearBy.University.",77706.6723376463
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Elementary._cat","TimeToSubway_Novs05vsOther",77707.2072311977
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation","TimeToSubway",77708.3572459169
"SalePrice","N_elevators","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.",77709.1762270897
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._0vs12vs345","TimeToSubway",77710.3675434743
"SalePrice","MonthSold","N_FacilitiesNearBy.ETC.","N_Parkinglot.Basement.",77712.2954044093
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77712.3762469049
"SalePrice","N_elevators","N_FacilitiesInApt","N_FacilitiesNearBy.PublicOffice._splitAt4",77712.4780226981
"SalePrice","SubwayStation_byProxy1","TimeToSubway","YrSold",77713.2241252256
"SalePrice","HallwayType","HeatingType","N_SchoolNearBy.Total.",77713.4883292226
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.University.",77713.9336492363
"SalePrice","HallwayType","N_manager_splitAt4","N_SchoolNearBy.High._0vs12vs345",77715.2187088998
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._0vs123vs4","TimeToSubway",77715.6908788384
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4",77717.9850782808
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77719.9668935218
"SalePrice","N_FacilitiesNearby.corr_pos","SubwayStation","TimeToSubway",77720.0130191546
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77722.1315810998
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.PublicOffice.",77722.134141128
"SalePrice","N_Parkinglot.Basement.","TimeToSubway","YearBuilt_2000_2010",77723.0144348806
"SalePrice","HallwayType","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University._0vs12vs345",77725.1937490355
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","N_manager",77726.8456213237
"SalePrice","N_FacilitiesNearBy.ETC.","SubwayStation","TimeToSubway",77728.1197032112
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_manager","TimeToSubway_05vsOther",77729.1968883752
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.",NA,77729.7465239933
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","SalePrice",77729.7465239933
"SalePrice","HallwayType","N_FacilitiesNearBy.Total.","SubwayStation_byProxy2",77729.8153258178
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearBy.Mall.",77731.9675713129
"SalePrice","Floor","N_manager","YearBuilt_2005",77732.5250839394
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary._cat","TimeToSubway_05vsOther",77733.97423926
"SalePrice","HallwayType","N_manager_splitAt4",NA,77734.423944313
"SalePrice","HallwayType","N_manager_splitAt4","SalePrice",77734.423944313
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearby.corr_neg",77736.6370312784
